Date,Mean
16-04-2019,100.9972
15-04-2019,100.9906
12-04-2019,100.9528
11-04-2019,101.0944
10-04-2019,100.8422
09-04-2019,100.6417
08-04-2019,100.6333
05-04-2019,100.7167
04-04-2019,100.8006
03-04-2019,100.9033
02-04-2019,100.8444
01-04-2019,100.7806
29-03-2019,100.75
28-03-2019,100.8778
27-03-2019,100.9556
26-03-2019,100.9639
25-03-2019,100.7028
22-03-2019,100.7778
21-03-2019,101.0072
20-03-2019,100.85
19-03-2019,100.6583
18-03-2019,100.2956
15-03-2019,100.1678
14-03-2019,100.24
13-03-2019,100.1861
12-03-2019,99.6056
11-03-2019,99.6511
08-03-2019,99.71
07-03-2019,100.0239
06-03-2019,100.0483
05-03-2019,100.0389
04-03-2019,100.0417
01-03-2019,100.0428
28-02-2019,100.0861
27-02-2019,100.1278
26-02-2019,100.0694
25-02-2019,100.1822
22-02-2019,100.2228
21-02-2019,100.24
20-02-2019,100.2678
19-02-2019,100.1722
18-02-2019,100.1917
15-02-2019,100.24
14-02-2019,100.2489
13-02-2019,100.2772
12-02-2019,100.5289
11-02-2019,100.3594
08-02-2019,100.1478
07-02-2019,100.095
06-02-2019,100.0722
05-02-2019,100.15
04-02-2019,100.375
01-02-2019,100.6194
31-01-2019,100.89
30-01-2019,100.8211
29-01-2019,100.7139
28-01-2019,100.8
25-01-2019,101.0833
24-01-2019,101.4056
23-01-2019,101.6011
22-01-2019,101.6017
21-01-2019,101.7089
18-01-2019,101.7306
17-01-2019,101.7017
16-01-2019,101.7139
15-01-2019,101.6972
14-01-2019,101.7417
11-01-2019,101.7544
10-01-2019,101.8572
09-01-2019,101.9572
08-01-2019,101.8694
07-01-2019,102.0972
04-01-2019,102.1611
03-01-2019,102.1183
02-01-2019,101.8322
